food_id,food_name,category,processing_level,total_ingredients,healthy_ingredients_count,neutral_ingredients_count,unhealthy_ingredients_count,healthy_percentage,neutral_percentage,unhealthy_percentage,affected_health_conditions,overall_recommendation,description
91,FreshBite Creamy Namkeen Bites,Snacks,Ultra-processed,8,0,4,4,0.0,50.0,50.0,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FreshBite Creamy Namkeen Bites is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
92,FamilyChoice Herb Namkeen Crunch,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FamilyChoice Herb Namkeen Crunch is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
93,FlavorHub Masala Namkeen Delight,Snacks,Ultra-processed,6,0,3,3,0.0,50.0,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Masala Namkeen Delight is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
94,FamilyChoice Spicy Crackers Mix,Snacks,Ultra-processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FamilyChoice Spicy Crackers Mix is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
95,GoldenSpoon Orange Puffs Cup,Snacks,Processed,6,0,3,3,0.0,50.0,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,GoldenSpoon Orange Puffs Cup is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
96,CrispyCo Mixed Fruit Chips Lite,Snacks,Ultra-processed,8,0,4,4,0.0,50.0,50.0,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,CrispyCo Mixed Fruit Chips Lite is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
97,SmartSnack Classic Puffs Plus,Snacks,Processed,9,0,6,3,0.0,66.67,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SmartSnack Classic Puffs Plus is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
98,FoodCraft Creamy Puffs Treat,Snacks,Ultra-processed,8,0,4,4,0.0,50.0,50.0,"Caffeine Sensitivity, Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FoodCraft Creamy Puffs Treat is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
99,FreshBite Strawberry Puffs Classic,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FreshBite Strawberry Puffs Classic is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
100,ZestyBowl Orange Namkeen Max,Snacks,Ultra-processed,9,2,4,3,22.22,44.44,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,ZestyBowl Orange Namkeen Max is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
101,FunFoods Orange Namkeen Bites,Snacks,Ultra-processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,FunFoods Orange Namkeen Bites is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
102,PureSip Orange Namkeen Crunch,Snacks,Processed,6,0,4,2,0.0,66.67,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,PureSip Orange Namkeen Crunch is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
103,ZestyBowl Salted Chips Delight,Snacks,Processed,9,0,4,5,0.0,44.44,55.56,"Children (Hyperactivity), Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,ZestyBowl Salted Chips Delight is a snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
104,LiteLeaf Vanilla Pretzels Mix,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,LiteLeaf Vanilla Pretzels Mix is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
105,FamilyChoice Chocolate Namkeen Cup,Snacks,Ultra-processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FamilyChoice Chocolate Namkeen Cup is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
106,DailyCrave Roasted Puffs Lite,Snacks,Ultra-processed,6,0,4,2,0.0,66.67,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,DailyCrave Roasted Puffs Lite is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
107,MealMint Salted Namkeen Plus,Snacks,Ultra-processed,8,0,5,3,0.0,62.5,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,MealMint Salted Namkeen Plus is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
108,SuperBowl Spicy Puffs Treat,Snacks,Processed,9,1,4,4,11.11,44.44,44.44,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SuperBowl Spicy Puffs Treat is a snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
109,FamilyChoice Barbecue Chips Classic,Snacks,Ultra-processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,FamilyChoice Barbecue Chips Classic is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
110,QuickTreat Butter Chips Max,Snacks,Ultra-processed,6,0,4,2,0.0,66.67,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,QuickTreat Butter Chips Max is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
111,PrimePantry Butter Nachos Bites,Snacks,Ultra-processed,5,0,2,3,0.0,40.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,PrimePantry Butter Nachos Bites is a snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
112,FreshBite Mango Namkeen Crunch,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FreshBite Mango Namkeen Crunch is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
113,GoldenSpoon Creamy Crackers Delight,Snacks,Ultra-processed,8,0,4,4,0.0,50.0,50.0,"Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,GoldenSpoon Creamy Crackers Delight is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
114,SnackNest Classic Pretzels Mix,Snacks,Processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SnackNest Classic Pretzels Mix is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
115,FlavorHub Mango Chips Cup,Snacks,Ultra-processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,FlavorHub Mango Chips Cup is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
116,FlavorHub Chilli Lime Crackers Lite,Snacks,Processed,5,0,2,3,0.0,40.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Chilli Lime Crackers Lite is a snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
117,TasteWave Pepper Nachos Plus,Snacks,Processed,8,0,5,3,0.0,62.5,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,TasteWave Pepper Nachos Plus is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
118,NutriPick Orange Puffs Treat,Snacks,Processed,5,0,2,3,0.0,40.0,60.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,NutriPick Orange Puffs Treat is a snacks item with 60.0% of its listed ingredients marked as unhealthy in this expanded dataset.
119,SnackNest Butter Nachos Classic,Snacks,Processed,5,0,4,1,0.0,80.0,20.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Recommended,SnackNest Butter Nachos Classic is a snacks item with 20.0% of its listed ingredients marked as unhealthy in this expanded dataset.
120,LiteLeaf Spicy Puffs Max,Snacks,Ultra-processed,6,0,3,3,0.0,50.0,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,LiteLeaf Spicy Puffs Max is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
121,LiteLeaf Vanilla Chips Bites,Snacks,Ultra-processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,LiteLeaf Vanilla Chips Bites is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
122,HomeCart Vanilla Nachos Crunch,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,HomeCart Vanilla Nachos Crunch is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
123,FunFoods Salted Chips Delight,Snacks,Ultra-processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FunFoods Salted Chips Delight is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
124,GoldenSpoon Tomato Puffs Mix,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,GoldenSpoon Tomato Puffs Mix is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
125,SnackNest Mixed Fruit Nachos Cup,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SnackNest Mixed Fruit Nachos Cup is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
126,QuickTreat Vanilla Crackers Lite,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,QuickTreat Vanilla Crackers Lite is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
127,CrispyCo Chocolate Chips Plus,Snacks,Ultra-processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,CrispyCo Chocolate Chips Plus is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
128,FreshBite Spicy Puffs Treat,Snacks,Processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FreshBite Spicy Puffs Treat is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
129,MealMint Masala Crackers Classic,Snacks,Ultra-processed,8,0,5,3,0.0,62.5,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,MealMint Masala Crackers Classic is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
130,FoodCraft Pepper Pretzels Max,Snacks,Ultra-processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Lactose Intolerance, Obesity or Overweight",Caution,FoodCraft Pepper Pretzels Max is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
131,ZestyBowl Spicy Crackers Bites,Snacks,Processed,9,0,5,4,0.0,55.56,44.44,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,ZestyBowl Spicy Crackers Bites is a snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
132,PureSip Cheese Nachos Crunch,Snacks,Ultra-processed,9,1,5,3,11.11,55.56,33.33,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,PureSip Cheese Nachos Crunch is a snacks item with 33.33% of its listed ingredients marked as unhealthy in this expanded dataset.
133,QuickTreat Vanilla Nachos Delight,Snacks,Ultra-processed,9,0,4,5,0.0,44.44,55.56,"Caffeine Sensitivity, Children (Hyperactivity), Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,QuickTreat Vanilla Nachos Delight is a snacks item with 55.56% of its listed ingredients marked as unhealthy in this expanded dataset.
134,SuperBowl Creamy Namkeen Mix,Snacks,Processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SuperBowl Creamy Namkeen Mix is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
135,SnackNest Caramel Puffs Cup,Snacks,Processed,9,0,5,4,0.0,55.56,44.44,"Diabetes, Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,SnackNest Caramel Puffs Cup is a snacks item with 44.44% of its listed ingredients marked as unhealthy in this expanded dataset.
136,FlavorHub Cheese Chips Lite,Snacks,Processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,FlavorHub Cheese Chips Lite is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
137,PureSip Roasted Namkeen Plus,Snacks,Ultra-processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,PureSip Roasted Namkeen Plus is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
138,HomeCart Chocolate Chips Treat,Snacks,Processed,8,0,5,3,0.0,62.5,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,HomeCart Chocolate Chips Treat is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
139,TasteWave Pepper Crackers Classic,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,TasteWave Pepper Crackers Classic is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
140,NutriPick Mixed Fruit Pretzels Max,Snacks,Processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,NutriPick Mixed Fruit Pretzels Max is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
141,HomeCart Mixed Fruit Nachos Bites,Snacks,Ultra-processed,7,0,4,3,0.0,57.14,42.86,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,HomeCart Mixed Fruit Nachos Bites is a snacks item with 42.86% of its listed ingredients marked as unhealthy in this expanded dataset.
142,PureSip Pepper Pretzels Crunch,Snacks,Processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,PureSip Pepper Pretzels Crunch is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
143,NutriPick Chocolate Nachos Delight,Snacks,Ultra-processed,5,0,3,2,0.0,60.0,40.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease",Caution,NutriPick Chocolate Nachos Delight is a snacks item with 40.0% of its listed ingredients marked as unhealthy in this expanded dataset.
144,FlavorHub Salted Namkeen Mix,Snacks,Processed,6,0,3,3,0.0,50.0,50.0,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Avoid,FlavorHub Salted Namkeen Mix is a snacks item with 50.0% of its listed ingredients marked as unhealthy in this expanded dataset.
145,GoldenSpoon Pepper Chips Cup,Snacks,Ultra-processed,8,1,4,3,12.5,50.0,37.5,"Heart Disease, High Blood Pressure (Hypertension), Kidney Disease, Obesity or Overweight",Caution,GoldenSpoon Pepper Chips Cup is a snacks item with 37.5% of its listed ingredients marked as unhealthy in this expanded dataset.
